City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Almansa,ES,2021-10-11 11:42:02,38.8692,-1.0971,70.07,56,86,9.98
382,Fairbanks,US,2021-10-11 11:39:43,64.8378,-147.7164,33.76,93,75,8.05
383,Bentiu,SS,2021-10-11 11:42:02,9.2333,29.8333,95.88,38,98,4.63
384,Deputatskiy,RU,2021-10-11 11:42:03,69.3,139.9,19.53,88,99,3.09
385,Dargaville,NZ,2021-10-11 11:42:03,-35.9333,173.8833,57.34,88,100,9.44
386,Asfi,MA,2021-10-11 11:42:04,32.2994,-9.2372,71.26,77,13,10.18
387,Altay,CN,2021-10-11 11:42:04,47.8667,88.1167,38.25,65,100,0.94
388,Richards Bay,ZA,2021-10-11 11:42:04,-28.783,32.0377,74.48,42,0,13.62
389,Mayna,RU,2021-10-11 11:42:05,54.1135,47.6231,53.65,59,97,2.26
390,Northam,GB,2021-10-11 11:42:05,51.0333,-4.2167,62.65,77,99,8.55
391,Warren,US,2021-10-11 11:37:08,39.4334,-84.1666,67.23,86,1,7.0
392,Vostok,RU,2021-10-11 11:42:05,46.4856,135.8833,36.63,83,6,3.6
393,Itabirito,BR,2021-10-11 11:42:06,-20.2533,-43.8014,65.17,98,100,1.54
394,Tehri,IN,2021-10-11 11:42:06,30.3833,78.4833,74.35,63,0,2.73
395,Sovetskiy,RU,2021-10-11 11:42:07,61.3614,63.5842,32.27,96,100,7.83
396,Tura,IN,2021-10-11 11:42:07,25.5198,90.2201,77.67,92,21,3.67
397,Mildura,AU,2021-10-11 11:42:07,-34.2,142.15,52.07,37,1,4.61
398,Erzin,TR,2021-10-11 11:42:07,36.9559,36.2,93.72,25,63,5.79
399,Katobu,ID,2021-10-11 11:42:08,-4.9408,122.5276,78.1,83,100,3.29
400,Erenhot,CN,2021-10-11 11:42:08,43.6475,111.9767,49.78,20,0,6.8
401,Esperanza,DO,2021-10-11 11:42:09,19.5847,-70.9849,76.01,88,92,4.43
402,Resplendor,BR,2021-10-11 11:42:09,-19.3256,-41.2553,68.74,98,100,2.46
403,Sisimiut,GL,2021-10-11 11:42:09,66.9395,-53.6735,32.32,77,26,8.01
404,Xuddur,SO,2021-10-11 11:42:10,4.1213,43.8894,83.62,52,97,15.97
405,San Pedro,PH,2021-10-11 11:42:10,14.35,121.0167,85.23,78,75,23.02
406,Ortigueira,BR,2021-10-11 11:42:11,-24.2083,-50.9494,62.2,87,100,5.08
407,Batticaloa,LK,2021-10-11 11:42:11,7.7102,81.6924,85.05,66,100,13.91
408,Zhezkazgan,KZ,2021-10-11 11:42:11,47.8043,67.7144,47.32,31,10,15.59
409,Mahibadhoo,MV,2021-10-11 11:42:12,3.7833,72.9667,83.53,78,100,17.25
410,Mackenzie,CA,2021-10-11 11:42:12,55.2999,-123.1698,25.02,93,1,2.3
411,Coro,VE,2021-10-11 11:42:12,11.4045,-69.6734,80.64,79,48,4.65
412,Grindavik,IS,2021-10-11 11:42:13,63.8424,-22.4338,41.47,81,20,2.3
413,Palu,ID,2021-10-11 11:42:13,-0.8917,119.8707,78.39,97,89,1.01
414,San Angelo,US,2021-10-11 11:38:35,31.4638,-100.437,53.55,75,1,1.01
415,Escanaba,US,2021-10-11 11:42:14,45.7453,-87.0646,64.96,93,90,8.05
416,Fort Nelson,CA,2021-10-11 11:42:14,58.8053,-122.7002,33.39,86,75,0.0
417,Nouadhibou,MR,2021-10-11 11:42:14,20.931,-17.0347,75.18,69,20,18.41
418,Ternate,ID,2021-10-11 11:42:15,0.8,127.4,82.71,78,19,6.73
419,Kathmandu,NP,2021-10-11 11:37:19,27.7167,85.3167,77.22,73,20,9.22
420,Petropavl,KZ,2021-10-11 11:42:15,54.8753,69.1628,40.98,30,0,4.47
421,Teyateyaneng,LS,2021-10-11 11:42:15,-29.1472,27.7489,73.2,16,11,5.79
422,Mont-Joli,CA,2021-10-11 11:42:16,48.5839,-68.1921,54.9,82,75,5.75
423,Smithers,CA,2021-10-11 11:42:16,54.7804,-127.1743,32.32,93,90,0.0
424,Raga,SS,2021-10-11 11:42:16,8.4596,25.678,94.62,40,60,1.72
425,Seoul,KR,2021-10-11 11:42:17,37.5683,126.9778,63.91,77,0,3.44
426,Rawson,AR,2021-10-11 11:38:08,-43.3002,-65.1023,62.26,42,96,14.29
427,Olinda,BR,2021-10-11 11:42:17,-8.0089,-34.8553,80.33,74,40,5.75
428,Augusta,DE,2021-10-11 11:42:18,48.3667,10.8833,58.05,59,0,5.75
429,Ostersund,SE,2021-10-11 11:42:18,63.1792,14.6357,46.62,93,75,8.05
430,Ulaanbaatar,MN,2021-10-11 11:42:17,47.9077,106.8832,35.73,51,0,6.71
431,Conde,BR,2021-10-11 11:42:18,-7.2597,-34.9075,83.66,65,40,8.05
432,Cayenne,GF,2021-10-11 11:37:31,4.9333,-52.3333,86.09,77,20,4.0
433,Brae,GB,2021-10-11 11:42:19,60.3964,-1.353,49.91,78,76,17.72
434,Boa Vista,BR,2021-10-11 11:37:40,2.8197,-60.6733,78.78,78,0,3.44
435,Caravelas,BR,2021-10-11 11:37:23,-17.7125,-39.2481,73.87,93,100,5.28
436,Elko,US,2021-10-11 11:42:20,41.0002,-115.5012,41.02,75,38,11.99
437,Pierre,US,2021-10-11 11:42:20,44.3683,-100.351,55.06,89,1,1.99
438,Salinopolis,BR,2021-10-11 11:42:20,-0.6136,-47.3561,84.85,64,27,14.12
439,Orel-Izumrud,RU,2021-10-11 11:42:20,43.4583,39.9244,68.02,68,75,7.0
440,Camacha,PT,2021-10-11 11:42:21,33.0833,-16.3333,72.36,60,75,11.5
441,Mikhaylovka,RU,2021-10-11 11:42:21,50.06,43.2379,60.39,31,80,9.37
442,Tonekabon,IR,2021-10-11 11:42:21,36.8163,50.8738,73.35,65,73,4.09
443,Arlit,NE,2021-10-11 11:42:22,18.7369,7.3853,99.91,5,55,5.5
444,Linhares,BR,2021-10-11 11:42:22,-19.3911,-40.0722,68.95,97,100,7.0
445,Coquimbo,CL,2021-10-11 11:42:22,-29.9533,-71.3436,51.53,62,0,3.44
446,Longuenesse,FR,2021-10-11 11:42:23,50.734,2.2352,62.62,63,100,9.93
447,Pacific Grove,US,2021-10-11 11:42:23,36.6177,-121.9166,55.51,84,75,1.99
448,Ust-Kuyga,RU,2021-10-11 11:42:24,70.0167,135.6,17.51,97,64,1.79
449,Marienburg,PL,2021-10-11 11:42:24,54.0359,19.0266,53.87,46,100,13.24
450,Serenje,ZM,2021-10-11 11:42:24,-13.2325,30.2352,76.77,43,48,13.27
451,Makat,KZ,2021-10-11 11:42:25,47.6469,53.3463,62.92,33,8,5.59
452,Urumqi,CN,2021-10-11 11:40:13,43.801,87.6005,45.55,66,75,4.47
453,Luau,AO,2021-10-11 11:42:25,-10.7073,22.2247,97.12,15,100,9.17
454,Hualmay,PE,2021-10-11 11:42:25,-11.0964,-77.6139,62.64,88,57,7.14
455,Kargil,IN,2021-10-11 11:42:25,34.5667,76.1,46.83,30,92,11.39
456,Balkanabat,TM,2021-10-11 11:42:26,39.5108,54.3671,68.65,12,0,9.53
457,Hakui,JP,2021-10-11 11:42:26,36.8833,136.7833,65.23,90,100,9.24
458,Hovd,MN,2021-10-11 11:42:27,48.0056,91.6419,43.2,29,100,1.23
459,Yining,CN,2021-10-11 11:42:27,29.0361,114.5636,60.91,89,100,4.09
460,Skeldon,GY,2021-10-11 11:42:27,5.8833,-57.1333,81.09,84,93,7.9
461,Elbistan,TR,2021-10-11 11:42:27,38.2059,37.1983,78.39,11,1,1.48
462,Nishihara,JP,2021-10-11 11:42:28,26.1842,127.7558,83.48,79,75,19.57
463,Killybegs,IE,2021-10-11 11:42:28,54.6333,-8.45,56.91,81,100,11.25
464,Comandau,RO,2021-10-11 11:42:29,45.7667,26.2667,59.95,40,100,5.82
465,Berezovyy,RU,2021-10-11 11:42:29,51.6667,135.7,38.34,76,6,6.73
466,Margate,GB,2021-10-11 11:42:29,51.3813,1.3862,56.91,75,100,3.0
467,Santa Rosa,PH,2021-10-11 11:42:29,14.3122,121.1114,85.98,78,100,17.45
468,Itoman,JP,2021-10-11 11:42:30,26.1247,127.6694,84.22,79,75,19.57
469,Erechim,BR,2021-10-11 11:42:30,-27.6342,-52.2739,60.84,97,100,5.26
470,Huntington,US,2021-10-11 11:42:30,38.4193,-82.4452,61.7,95,1,0.0
471,Chicama,PE,2021-10-11 11:42:31,-7.8447,-79.1469,57.74,90,81,4.34
472,Udachnyy,RU,2021-10-11 11:42:31,66.4167,112.4,17.87,92,100,23.8
473,Yalta,UA,2021-10-11 11:42:31,44.5,34.1667,62.62,69,71,2.71
474,Kazanskaya,RU,2021-10-11 11:42:32,45.4106,40.4361,66.92,47,100,9.57
475,Pitsunda,GE,2021-10-11 11:42:32,43.1592,40.3378,68.18,71,53,6.64
476,Aksarka,RU,2021-10-11 11:42:32,66.5606,67.7975,28.6,72,23,4.12
477,Lingyuan,CN,2021-10-11 11:42:33,41.24,119.4011,49.55,38,0,2.64
478,Putina,PE,2021-10-11 11:42:33,-15.4667,-69.4333,49.55,67,95,2.46
479,Vytegra,RU,2021-10-11 11:42:34,61.0064,36.4481,52.99,53,45,9.46
480,Dalvik,IS,2021-10-11 11:42:34,65.9702,-18.5286,31.93,77,19,5.19
481,Zhigansk,RU,2021-10-11 11:42:34,66.7697,123.3711,27.12,95,98,14.52
482,Sindor,RU,2021-10-11 11:42:34,62.8629,51.8905,45.25,98,100,7.47
483,Kusti,SD,2021-10-11 11:42:35,13.1629,32.6635,94.21,38,55,7.16
484,Sandpoint,US,2021-10-11 11:42:32,48.2766,-116.5533,32.45,88,0,0.0
485,Egvekinot,RU,2021-10-11 11:42:35,66.3167,-179.1667,13.84,87,37,6.33
486,Novyy Urengoy,RU,2021-10-11 11:42:35,66.0833,76.6333,29.43,66,81,5.46
487,Biltine,TD,2021-10-11 11:42:36,14.5333,20.9167,103.08,11,67,7.38
488,Tchollire,CM,2021-10-11 11:42:36,8.4022,14.1698,90.82,51,85,3.83
489,Keti Bandar,PK,2021-10-11 11:42:37,24.1447,67.4497,84.16,66,0,10.27
490,Vanavara,RU,2021-10-11 11:42:37,60.34,102.2797,24.53,56,71,5.21
491,Neuquen,AR,2021-10-11 11:40:37,-38.9516,-68.0591,53.49,62,0,6.91
492,Zhangye,CN,2021-10-11 11:42:37,38.9342,100.4517,55.99,35,4,9.33
493,Koumac,NC,2021-10-11 11:42:38,-20.5667,164.2833,71.37,72,6,3.02
494,Constitucion,CL,2021-10-11 11:42:38,-35.3333,-72.4167,56.21,69,97,2.98
495,San Quintin,MX,2021-10-11 11:42:38,30.4833,-115.95,62.87,90,1,6.49
496,Kilimatinde,TZ,2021-10-11 11:42:38,-5.85,34.95,88.61,24,100,9.51
497,Abbeville,FR,2021-10-11 11:40:48,50.1,1.8333,61.29,62,96,7.31
498,Kuito,AO,2021-10-11 11:42:39,-12.3833,16.9333,84.34,13,0,9.22
499,Vangaindrano,MG,2021-10-11 11:42:39,-23.35,47.6,73.56,68,91,16.37
500,Weiser,US,2021-10-11 11:42:40,44.251,-116.9693,46.6,58,94,8.01
501,Berwick,US,2021-10-11 11:42:40,41.0545,-76.2333,61.23,78,55,2.86
502,Strezhevoy,RU,2021-10-11 11:42:40,60.7333,77.5889,33.78,61,86,4.34
503,Singleton,AU,2021-10-11 11:42:41,-32.5667,151.1833,55.45,95,100,3.0
504,Arosa,CH,2021-10-11 11:42:41,46.7779,9.6762,48.87,36,13,6.46
505,Maragogi,BR,2021-10-11 11:42:41,-9.0122,-35.2225,82.36,64,53,8.32
506,Asau,RO,2021-10-11 11:42:42,46.4333,26.4,61.39,44,97,5.01
507,Poum,NC,2021-10-11 11:42:42,-20.2333,164.0167,74.39,68,0,10.58
508,Shibetsu,JP,2021-10-11 11:42:42,43.659,145.132,54.45,66,100,17.87
509,Lianzhou,CN,2021-10-11 11:42:43,24.7811,112.3825,57.2,87,96,8.3
510,Bratsk,RU,2021-10-11 11:42:43,56.1325,101.6142,36.09,93,100,5.39
511,Ritchie,ZA,2021-10-11 11:42:44,-29.038,24.6028,81.61,18,18,12.19
512,Laguna,US,2021-10-11 11:42:44,38.421,-121.4238,61.05,40,1,7.0
513,Houma,US,2021-10-11 11:42:44,29.5958,-90.7195,75.0,90,5,3.94
514,Flinders,AU,2021-10-11 11:42:45,-34.5833,150.8552,57.2,82,100,3.0
515,Faanui,PF,2021-10-11 11:42:45,-16.4833,-151.75,79.45,76,56,15.95
516,Nara,JP,2021-10-11 11:42:45,34.6851,135.8049,76.32,81,51,2.91
517,Dingzhou,CN,2021-10-11 11:42:46,38.5131,114.9956,51.91,60,0,3.24
518,Kailua,US,2021-10-11 11:39:01,21.4022,-157.7394,78.78,73,40,16.11
519,Ustka,PL,2021-10-11 11:42:46,54.5805,16.8619,55.89,68,87,15.59
520,Bousso,TD,2021-10-11 11:42:46,10.4795,16.7117,98.55,27,73,4.38
521,Gongzhuling,CN,2021-10-11 11:42:47,43.5008,124.8198,53.11,52,0,3.87
522,Itigi,TZ,2021-10-11 11:42:47,-5.7,34.4833,86.07,26,100,10.74
523,Deniliquin,AU,2021-10-11 11:42:48,-35.5333,144.9667,46.76,62,3,8.43
524,Thinadhoo,MV,2021-10-11 11:42:48,0.5333,72.9333,83.41,69,90,17.96
525,Kabin Buri,TH,2021-10-11 11:42:48,13.9511,101.7177,78.12,91,100,1.45
526,Roald,NO,2021-10-11 11:42:49,62.5833,6.1333,46.9,76,40,16.11
527,Daokou,CN,2021-10-11 11:42:49,35.5639,114.5058,56.26,61,98,4.43
528,Khotyn,UA,2021-10-11 11:42:49,48.4833,26.5,58.21,28,68,11.65
529,San Jose,US,2021-10-11 11:38:28,37.3394,-121.895,57.72,72,1,4.0
530,Bar Harbor,US,2021-10-11 11:42:50,44.3876,-68.2039,57.02,91,40,3.0
531,Lufilufi,WS,2021-10-11 11:42:50,-13.8745,-171.5986,69.58,65,99,11.5
532,Nizwa,OM,2021-10-11 11:42:51,22.9333,57.5333,96.01,18,6,6.33
533,Terrak,NO,2021-10-11 11:42:51,65.087,12.3715,48.22,94,98,3.71
534,Veraval,IN,2021-10-11 11:42:52,20.9,70.3667,85.15,69,15,6.85
535,Frankenthal,DE,2021-10-11 11:42:52,49.5372,8.355,60.42,85,90,2.3
536,Westport,US,2021-10-11 11:38:51,41.1415,-73.3579,64.44,90,90,11.01
537,El Alto,PE,2021-10-11 11:42:52,-4.2714,-81.2147,65.91,84,66,6.87
538,Kita,ML,2021-10-11 11:42:53,13.0349,-9.4895,91.13,44,85,4.43
539,Fort Dix,US,2021-10-11 11:42:53,40.0298,-74.6185,63.86,89,90,12.66
540,Huzhou,CN,2021-10-11 11:42:53,30.8703,120.0933,66.96,77,100,13.33
541,Porto Belo,BR,2021-10-11 11:42:54,-27.1578,-48.5531,69.96,80,100,11.05
542,Buin,CL,2021-10-11 11:42:54,-33.7333,-70.75,63.05,44,58,1.43
543,Wenatchee,US,2021-10-11 11:42:55,47.4235,-120.3103,46.8,61,1,1.99
544,Berdigestyakh,RU,2021-10-11 11:42:55,62.0989,126.6992,30.06,84,69,6.87
545,Ratnagiri,IN,2021-10-11 11:42:55,16.9833,73.3,82.54,78,52,3.67
546,Mendi,PG,2021-10-11 11:42:56,-6.1761,143.6513,56.16,98,99,1.9
547,Sainte-Rose,GP,2021-10-11 11:42:56,16.3324,-61.6979,82.18,94,75,2.3
548,Ampanihy,MG,2021-10-11 11:42:57,-24.7,44.75,75.56,37,73,14.45
549,Pochutla,MX,2021-10-11 11:42:57,15.7432,-96.4661,74.82,86,1,3.2
550,Chishtian Mandi,PK,2021-10-11 11:42:57,29.8,72.8667,96.8,11,0,8.32
551,Namie,JP,2021-10-11 11:42:58,37.4833,141.0,70.97,81,67,8.9
552,Nandgaon,IN,2021-10-11 11:42:58,20.3167,74.65,82.76,62,79,2.21
553,Edd,ER,2021-10-11 11:42:58,13.9297,41.6925,92.62,57,42,11.36
554,Katsuura,JP,2021-10-11 11:42:59,35.1333,140.3,78.19,84,2,10.38
555,General Roca,AR,2021-10-11 11:42:59,-39.0333,-67.5833,54.0,27,17,7.4
556,Champerico,GT,2021-10-11 11:43:00,14.3,-91.9167,82.35,85,90,8.59
557,Solnechnyy,RU,2021-10-11 11:43:00,50.7214,136.6319,40.59,61,43,5.75
558,Rome,US,2021-10-11 11:43:00,34.257,-85.1647,65.55,94,1,0.0
559,Kalmunai,LK,2021-10-11 11:43:01,7.4167,81.8167,84.29,73,99,4.59
560,Sergeyevka,KZ,2021-10-11 11:43:02,53.88,67.4158,39.24,43,23,2.71
561,Khilok,RU,2021-10-11 11:43:02,51.3674,110.4676,38.39,68,0,2.89
562,Rangpo,IN,2021-10-11 11:43:03,27.1833,88.5333,76.14,91,4,1.48
563,Zapolyarnyy,RU,2021-10-11 11:43:03,69.4154,30.8136,42.08,98,100,7.11
564,Angoram,PG,2021-10-11 11:43:04,-4.0625,144.0661,75.99,93,34,1.57
565,Garowe,SO,2021-10-11 11:43:04,8.4054,48.4845,87.22,44,86,15.66
566,Warrington,GB,2021-10-11 11:43:04,53.3925,-2.5802,61.92,75,75,1.99
567,Hofn,IS,2021-10-11 11:43:05,64.2539,-15.2082,40.77,66,72,2.24
568,Dudinka,RU,2021-10-11 11:43:05,69.4058,86.1778,22.06,89,98,6.8
569,Alghero,IT,2021-10-11 11:43:05,40.5589,8.3181,71.69,49,40,5.75
570,Prince George,CA,2021-10-11 11:41:14,53.9166,-122.753,32.29,93,75,3.44
571,Necochea,AR,2021-10-11 11:43:06,-38.5473,-58.7368,57.04,84,20,8.61
572,Broome,US,2021-10-11 11:43:06,42.2506,-75.833,57.85,81,1,1.01
573,Turukhansk,RU,2021-10-11 11:43:06,65.8167,87.9833,28.63,71,100,12.71
574,High Level,CA,2021-10-11 11:40:01,58.5169,-117.136,26.71,100,1,0.0
